[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[ 0.01433482  0.57299787 -0.27783588  0.9392254  -0.7695681  -0.22905204
 -0.1991546   0.9902646  -0.7658807  -0.8768244   0.02060383  0.54274184
  0.91565853 -0.95941025 -0.8057948   0.8341872  -0.46266752]",0.164467253
"[0.00923754 0.00347019 0.02086999 0.00874878 0.00772239 0.00967742
 0.00669599 0.00322581 0.00342131 0.00713587 0.00464321 0.00703812
 0.00591398 0.00703812 0.00273705 0.00244379 0.00215054 0.00234604
 0.00298143 0.00268817 0.0058651  0.01378299 0.00581623 0.0188172 ]","[ 0.20552534  0.6941912  -0.03186038  0.98577476 -0.8931458  -0.5015805
 -0.07492216  0.9874626  -0.3691735  -0.9272404  -0.10642404  0.5432293
  0.95034206 -0.75107247 -0.8421411   0.8180579  -0.28248152]",0.166568915
"[0.00273705 0.00366569 0.01622678 0.01427175 0.00635386 0.01637341
 0.00312805 0.00439883 0.00601173 0.00601173 0.00596285 0.00669599
 0.00684262 0.00610948 0.00420332 0.00508309 0.00131965 0.00180841
 0.00342131 0.00322581 0.00508309 0.01915934 0.00757576 0.01089932]","[-0.21713403  0.7817136  -0.3047776   0.9439794  -0.895818   -0.36593267
 -0.06298118  0.9919789  -0.68353647 -0.9570868   0.34711224 -0.01612383
  0.936674   -0.7966541  -0.95828664  0.755011    0.07299242]",0.151368524
"[0.00767351 0.00581623 0.00904203 0.00679374 0.00615836 0.00459433
 0.00332356 0.00356794 0.00420332 0.00703812 0.00478983 0.00845552
 0.01138807 0.01129032 0.00229717 0.00229717 0.00268817 0.00180841
 0.00899316 0.00332356 0.00562072 0.01637341 0.0040567  0.00977517]","[-0.27111584  0.6511002   0.16475524  0.95526403 -0.8182223  -0.20925722
 -0.670265    0.9759718  -0.8183238  -0.84781265  0.3112021   0.7272914
  0.9359665  -0.9626095  -0.8519751   0.5831124  -0.65297407]",0.161094819
"[0.00356794 0.00190616 0.01642229 0.00518084 0.00733138 0.01876833
 0.00371457 0.01050831 0.00439883 0.00410557 0.00752688 0.00957967
 0.00576735 0.00694037 0.00439883 0.00273705 0.00224829 0.00337243
 0.00224829 0.00205279 0.00596285 0.02160313 0.00454545 0.00620723]","[ 0.10871403  0.69775426 -0.10943402  0.98314494 -0.8555843  -0.61893
 -0.35483828  0.9749823  -0.61724    -0.89135593  0.02040561  0.38272887
  0.943013   -0.849655   -0.92486376  0.836433   -0.48806658]",0.152981427
"[0.00249267 0.00439883 0.02277615 0.00713587 0.00625611 0.00889541
 0.00224829 0.00146628 0.01236559 0.00400782 0.00591398 0.00938416
 0.0054741  0.00532747 0.00552297 0.00483871 0.00395894 0.00337243
 0.00244379 0.00166178 0.00317693 0.01847507 0.00371457 0.00767351]","[ 0.36410922  0.60885096 -0.24338943  0.9700795  -0.8256704  -0.34949705
 -0.49419317  0.9814916  -0.80612415 -0.8731505  -0.02660252  0.210552
  0.93382293 -0.86732155 -0.8787335   0.7233256  -0.5309373 ]",0.149755621
"[0.00679374 0.00982405 0.01461388 0.00806452 0.00826002 0.0083089
 0.00136852 0.00307918 0.00430108 0.00488759 0.00606061 0.00752688
 0.00713587 0.00464321 0.0040567  0.00557185 0.00322581 0.00415445
 0.0058651  0.00234604 0.00410557 0.01627566 0.00166178 0.00762463]","[ 0.5722781   0.6475089   0.10133781  0.88334346 -0.91952056 -0.11272725
 -0.5819813   0.9798966  -0.7532299  -0.9513286   0.25236624  0.31910974
  0.91019887 -0.94263583 -0.90553135  0.5802749  -0.6679932 ]",0.177174976
"[0.0042522  0.00293255 0.01148583 0.01173021 0.00982405 0.00840665
 0.00259042 0.00400782 0.0058651  0.00596285 0.00488759 0.00796676
 0.00434995 0.00806452 0.00376344 0.00635386 0.00376344 0.00434995
 0.00454545 0.00293255 0.00527859 0.0184262  0.00259042 0.03284457]","[-0.49326926  0.576194    0.3041535   0.9775654  -0.664254   -0.27777973
 -0.41268495  0.95919716 -0.92604816 -0.93711746  0.29957882  0.81369174
  0.9648141  -0.90918016 -0.96082515  0.84985155 -0.32554075]",0.196334311
"[0.00312805 0.00474096 0.01187683 0.0129521  0.00654936 0.01075269
 0.00381232 0.0030303  0.00835777 0.00659824 0.00298143 0.00909091
 0.00645161 0.00791789 0.00381232 0.00835777 0.00381232 0.00351906
 0.00474096 0.00288368 0.03944282 0.01818182 0.0040567  0.00928641]","[-0.920976    0.25678512  0.4873139   0.46983105 -0.59354675 -0.5375277
  0.28390366  0.94982004 -0.9706039  -0.9719434   0.70367694  0.32804534
  0.8758888  -0.92544687 -0.8790078   0.89228296 -0.784108  ]",0.402688172
"[0.00581623 0.0056696  0.01212121 0.00752688 0.00845552 0.01182796
 0.00180841 0.00268817 0.0042522  0.00635386 0.23391984 0.01744868
 0.00645161 0.00532747 0.00522972 0.00694037 0.0086999  0.00254154
 0.00518084 0.00503421 0.00498534 0.01632454 0.00615836 0.01192571]","[-0.9412256   0.26509506  0.5074868   0.356328   -0.7166409  -0.65124553
  0.29036322  0.97379786 -0.98030055 -0.9705426   0.63091505  0.35476127
  0.88575923 -0.96210754 -0.863289    0.8920599  -0.68547547]",0.382502444
"[6.64711632e-03 1.21212121e-02 1.65689150e-02 1.44672532e-02
 4.69208211e-03 6.10948192e-03 3.12805474e-03 9.77517107e-05
 2.63929619e-03 4.25219941e-03 2.05913978e-01 2.54154448e-02
 4.10557185e-03 5.18084066e-03 3.71456500e-03 3.42130987e-03
 7.33137830e-03 5.03421310e-03 4.30107527e-03 5.96285435e-03
 4.34995112e-03 8.69990225e-03 1.14858260e-02 1.68621701e-02]","[ 0.61735725  0.6366533   0.8399327  -0.6905759  -0.10443819 -0.20408888
  0.9231038  -0.746571    0.9210731   0.93118846  0.88875103  0.9798018
  0.9237772  -0.9066258  -0.6290697   0.83741444 -0.97109765]",0.158113392
"[0.00215054 0.00317693 0.01168133 0.0056696  0.00562072 0.00698925
 0.01158358 0.01060606 0.00342131 0.00557185 0.00234604 0.00459433
 0.00659824 0.00835777 0.0085044  0.00777126 0.00146628 0.00180841
 0.00342131 0.00488759 0.0068915  0.02028348 0.00552297 0.00918866]","[-0.26339382  0.5941152   0.6196243  -0.4223339  -0.27323657  0.6774541
  0.9187233  -0.757803    0.89989877  0.8596032   0.618514    0.9480952
  0.9775786  -0.6652782  -0.74081564  0.6914108  -0.95232266]",0.18113392
"[0.00312805 0.0040567  0.01989247 0.01270772 0.00777126 0.00767351
 0.0129521  0.01089932 0.00400782 0.0056696  0.0026393  0.00747801
 0.00904203 0.00874878 0.00650049 0.00571848 0.00127077 0.00180841
 0.00268817 0.00410557 0.00659824 0.01798631 0.00762463 0.01016618]","[ 0.63901925  0.5192825   0.47595337 -0.6109756   0.05667677  0.36465138
  0.8554062  -0.77365714  0.9072063   0.7367815   0.82365197  0.9580257
  0.9360104  -0.43794057 -0.53973746  0.88424677 -0.9742692 ]",0.164222874
"[0.01407625 0.01070381 0.01001955 0.0058651  0.00806452 0.01148583
 0.00078201 0.0028348  0.01031281 0.00513196 0.00835777 0.01060606
 0.0056696  0.00723363 0.00322581 0.00474096 0.00371457 0.00205279
 0.00058651 0.00073314 0.00434995 0.01671554 0.00645161 0.01050831]","[ 0.6972194   0.86123127  0.77841765 -0.8600743  -0.5697272   0.5246517
  0.92795634 -0.90706974  0.918126    0.88878626  0.8986013   0.971348
  0.97219527 -0.80562097 -0.853708    0.8570048  -0.9322666 ]",0.172482893
"[0.00659824 0.0042522  0.0127566  0.00772239 0.01344086 0.01202346
 0.00400782 0.00518084 0.00610948 0.00562072 0.0044477  0.00772239
 0.0058651  0.00879765 0.00596285 0.00718475 0.00347019 0.00498534
 0.00136852 0.00083089 0.00557185 0.0202346  0.00562072 0.01270772]","[ 0.6862013   0.6674936   0.6770093  -0.7990549  -0.382296    0.16889529
  0.9219395  -0.8310192   0.5569938   0.9512331   0.90498275  0.9825295
  0.97609216 -0.7475299  -0.95739585  0.8763202  -0.8525024 ]",0.207478006
"[0.00273705 0.0028348  0.01871945 0.01637341 0.01280547 0.01358749
 0.00791789 0.00439883 0.00307918 0.00259042 0.0056696  0.00967742
 0.00386119 0.00322581 0.01212121 0.01339198 0.00288368 0.00430108
 0.00234604 0.00298143 0.00977517 0.01803519 0.01392962 0.0202346 ]","[ 0.65968096  0.56288683  0.70272297 -0.7606719  -0.11472325  0.14306647
  0.8548496  -0.7300262   0.8334908   0.8440065   0.81894404  0.9417602
  0.93496865 -0.75808966 -0.60070574  0.86577773 -0.97172624]",0.169648094
"[0.00694037 0.00342131 0.01876833 0.00957967 0.00982405 0.00923754
 0.00562072 0.00117302 0.00659824 0.0072825  0.00483871 0.00826002
 0.00410557 0.0086999  0.00518084 0.00522972 0.00513196 0.00581623
 0.0026393  0.00112414 0.0044477  0.01686217 0.00694037 0.01192571]","[ 7.7662253e-01  7.1129298e-01  8.2173073e-01 -7.9776025e-01
 -2.8867221e-01  1.4275311e-05  9.7210741e-01 -7.3428601e-01
  8.9930201e-01  8.1585670e-01  9.2906886e-01  9.3404990e-01
  9.4699067e-01 -6.6211087e-01 -7.3709500e-01  8.3871716e-01
 -9.7852319e-01]",0.150244379
"[0.00273705 0.00635386 0.01500489 0.01412512 0.00503421 0.00938416
 0.00254154 0.0016129  0.00576735 0.0086999  0.00542522 0.0086999
 0.00307918 0.00400782 0.00513196 0.00669599 0.00386119 0.0044477
 0.0028348  0.00268817 0.0044477  0.01886608 0.00180841 0.00698925]","[ 0.6563196   0.8276547   0.73949575 -0.6631545  -0.14745627  0.4937975
  0.8519588  -0.87722564  0.9347902   0.8228854   0.88585794  0.98020774
  0.9592815  -0.9009075  -0.71109724  0.8697068  -0.9762384 ]",0.166471163
