[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[ 0.9141905   0.30849904 -0.6390345  -0.8687745  -0.6739781  -0.13960722
 -0.66176414  0.937515   -0.12182526  0.9849779  -0.9809605  -0.5366752
  0.83761877  0.9322005  -0.93945074  0.9631475   0.7647101 ]",0.14393939393939392
"[0.00347019 0.00307918 0.01207234 0.0072825  0.00459433 0.00855327
 0.00312805 0.00508309 0.00474096 0.00410557 0.00498534 0.01285435
 0.00591398 0.00601173 0.00571848 0.00420332 0.00268817 0.00205279
 0.00356794 0.00371457 0.00508309 0.01754643 0.00337243 0.0101173 ]","[ 0.9528111  -0.78228724 -0.6293367  -0.97366554 -0.8279192  -0.5833712
 -0.9326143   0.9121195   0.4822684   0.8909617  -0.9874501  -0.5810831
  0.75326884  0.94168234 -0.8741002   0.9793837   0.8525883 ]",0.1679374389051808
"[0.00591398 0.00620723 0.01520039 0.01221896 0.00347019 0.00620723
 0.00273705 0.00420332 0.00391007 0.00483871 0.01129032 0.01608016
 0.00562072 0.00606061 0.00337243 0.00654936 0.00185728 0.0030303
 0.00395894 0.00347019 0.00366569 0.01715543 0.00757576 0.01334311]","[ 0.9587597  -0.28340945 -0.6133335  -0.92333645 -0.6155497  -0.2826867
 -0.8755342   0.92223626  0.26983404  0.9498665  -0.9791941  -0.41456163
  0.8461804   0.9343319  -0.9450526   0.9703544   0.7574574 ]",0.16124144672531768
"[0.00606061 0.00254154 0.014174   0.00625611 0.00493646 0.00977517
 0.00386119 0.00606061 0.00610948 0.00464321 0.00835777 0.01334311
 0.00571848 0.00694037 0.00552297 0.00356794 0.00581623 0.00400782
 0.0028348  0.00327468 0.00562072 0.01788856 0.0040567  0.00987292]","[ 0.869512   -0.29596823 -0.6798091  -0.9593049  -0.70663214  0.11775286
 -0.76624745  0.89064693  0.06211728  0.9738035  -0.96947366 -0.34378165
  0.90391916  0.92433125 -0.8927466   0.9659      0.6757434 ]",0.14789833822091886
"[0.00273705 0.00307918 0.01348974 0.00742913 0.00415445 0.00786901
 0.00439883 0.00474096 0.00772239 0.007087   0.00537634 0.01099707
 0.00483871 0.00503421 0.0042522  0.00430108 0.00381232 0.0030303
 0.00434995 0.00356794 0.00454545 0.01867058 0.00254154 0.00987292]","[ 0.9231491  -0.3905948  -0.62645715 -0.9260442  -0.746296   -0.19721507
 -0.8881866   0.92300946  0.38990223  0.94589406 -0.9763381  -0.66644526
  0.85815793  0.9487605  -0.9211705   0.94930524  0.76983184]",0.1543499511241446
"[0.0054741  0.00317693 0.01265885 0.00811339 0.00337243 0.00562072
 0.00351906 0.00532747 0.00713587 0.00806452 0.00386119 0.00982405
 0.00635386 0.00733138 0.00420332 0.00464321 0.00342131 0.0044477
 0.00610948 0.00415445 0.00601173 0.01974585 0.00254154 0.00923754]","[ 0.93392766 -0.6469073  -0.42205453 -0.86060524 -0.6457855  -0.7444723
 -0.9655805   0.9256406   0.29275042  0.7354467  -0.9815594  -0.60593873
  0.72604537  0.9364305  -0.9327358   0.9817024   0.885194  ]",0.15664711632453565
"[0.00537634 0.00415445 0.01691105 0.00855327 0.00498534 0.00938416
 0.00361681 0.00527859 0.00635386 0.0072825  0.00522972 0.01182796
 0.00542522 0.00669599 0.00464321 0.00654936 0.00205279 0.00254154
 0.00156403 0.00117302 0.00703812 0.01940371 0.00224829 0.00835777]","[ 0.9512988  -0.4073182  -0.4152677  -0.9197191  -0.6600951  -0.26385134
 -0.87495154  0.9041562   0.3280973   0.93590474 -0.98135716 -0.5878062
  0.75175583  0.95060176 -0.9608016   0.9762315   0.8024046 ]",0.15073313782991202
"[0.0030303  0.00273705 0.01480938 0.00777126 0.00503421 0.00806452
 0.00298143 0.0054741  0.00552297 0.00493646 0.0044477  0.01094819
 0.00527859 0.0058651  0.00591398 0.00571848 0.00381232 0.00307918
 0.00317693 0.00185728 0.007087   0.02077224 0.00249267 0.0099218 ]","[ 0.9808452  -0.6506417  -0.6304885  -0.9939191  -0.65983117 -0.63422304
 -0.79369557  0.9541943   0.5749004   0.99326485 -0.94450206 -0.7827307
  0.87884927  0.5403231  -0.9559609   0.9329942   0.5320027 ]",0.16173020527859233
"[0.00430108 0.00200391 0.01896383 0.00923754 0.00522972 0.00874878
 0.00371457 0.00625611 0.00400782 0.007087   0.00518084 0.01148583
 0.00483871 0.00439883 0.00664712 0.0072825  0.00117302 0.0014174
 0.00166178 0.0012219  0.00478983 0.02033236 0.00679374 0.01495601]","[ 0.9192402  -0.5127565  -0.4576913  -0.96259785 -0.6915818  -0.4910441
 -0.9255505   0.9201384   0.3600204   0.90028495 -0.9815674  -0.5253677
  0.771409    0.905934   -0.9166007   0.955651    0.7568424 ]",0.14931573802541542
"[0.00464321 0.00322581 0.01348974 0.00806452 0.00571848 0.00904203
 0.00351906 0.0054741  0.00635386 0.00664712 0.00703812 0.01138807
 0.00478983 0.00503421 0.00503421 0.00356794 0.00312805 0.00273705
 0.00190616 0.00131965 0.00454545 0.01852395 0.00391007 0.01021505]","[ 0.8795272  -0.67982656 -0.4545848  -0.9581612  -0.7032954  -0.50065595
 -0.93734014  0.90947765  0.5618564   0.91682863 -0.98015654 -0.48119894
  0.8522842   0.86686236 -0.935258    0.94774336  0.7880388 ]",0.15840664711632446
"[0.00249267 0.0042522  0.01471163 0.00757576 0.00474096 0.01001955
 0.00298143 0.00337243 0.00562072 0.007087   0.00669599 0.0129521
 0.00493646 0.00532747 0.00513196 0.00552297 0.00606061 0.00307918
 0.00337243 0.00298143 0.00640274 0.01744868 0.00361681 0.01202346]","[ 0.31513903  0.9146813  -0.99161184  0.9691759   0.56689584  0.90913755
  0.17111017 -0.72580594 -0.9464716   0.5741304   0.3531191  -0.92356986
 -0.5461091  -0.8703522  -0.9220614  -0.79538405 -0.93773293]",0.1546920821114369
"[0.00307918 0.00464321 0.01241447 0.00620723 0.00342131 0.00889541
 0.00488759 0.00498534 0.00742913 0.00342131 0.00449658 0.01217009
 0.00821114 0.00889541 0.00449658 0.00513196 0.0016129  0.00107527
 0.00317693 0.00434995 0.00557185 0.01832845 0.00562072 0.01217009]","[ 0.50590867  0.91413015 -0.98163235  0.9153377   0.37920716  0.8836662
 -0.0969068  -0.87332076 -0.9492456   0.50266224  0.61367124 -0.8559042
 -0.6520062  -0.9625956  -0.96991485 -0.71440846 -0.94591236]",0.15826001955034213
"[0.00293255 0.00493646 0.01485826 0.00723363 0.0042522  0.0086999
 0.00361681 0.00386119 0.00400782 0.00752688 0.0054741  0.01334311
 0.00596285 0.00650049 0.0058651  0.00449658 0.00474096 0.00229717
 0.00322581 0.0030303  0.00381232 0.01730205 0.00606061 0.01422287]","[ 0.50273293  0.8974699  -0.99382585  0.93626136  0.31096384  0.75890434
  0.0915015  -0.6008379  -0.97705555  0.42541602  0.58962786 -0.9600815
 -0.76669    -0.89525276 -0.7920021  -0.6746806  -0.9510873 ]",0.15718475073313787
"[0.00645161 0.00312805 0.01104594 0.00625611 0.00332356 0.00713587
 0.00650049 0.00420332 0.00527859 0.00434995 0.0058651  0.01344086
 0.00786901 0.00625611 0.00522972 0.00650049 0.00102639 0.00146628
 0.00522972 0.0042522  0.00522972 0.0184262  0.00542522 0.01329423]","[ 0.43667835  0.8323121  -0.98653716  0.9219403   0.45830095  0.8921499
  0.28741518 -0.7712326  -0.90969324  0.73087823  0.42571166 -0.9093014
 -0.34139156 -0.87205476 -0.9364448  -0.81255764 -0.9386596 ]",0.15967741935483867
