Wall time,Step,Value
1536865103.7889323,670,0.2343597263097763
1536865112.2990675,673,0.21212121844291687
1536865115.3113453,674,0.2011241465806961
1536865120.7142584,676,0.2541544437408447
1536865123.480694,677,0.1842619776725769
1536865131.9868143,680,0.16935484111309052
1536865134.9521167,681,0.25464320182800293
1536865143.4382656,684,0.19183772802352905
1536865146.304627,685,0.2021016627550125
1536865160.412564,690,0.24193547666072845
1536865162.9251254,691,0.27492669224739075
1536865179.763517,698,0.20894427597522736
1536865187.277204,701,0.2497556209564209
1536865196.862727,705,0.25610947608947754
1536865204.2495022,708,0.2504887580871582
1536865209.0387638,710,0.20772238075733185
1536865214.0658984,712,0.2614858150482178
1536865223.6863897,716,0.27492669224739075
1536865233.317884,720,0.19354838132858276
1536865240.6916692,723,0.2521994113922119
1536865243.040326,724,0.2316715568304062
1536865245.5339003,725,0.2155425250530243
1536865262.5261858,732,0.21089930832386017
1536865277.698514,738,0.3142717480659485
1536865283.3262959,740,0.270772248506546
1536865286.2536228,741,0.2150537669658661
1536865297.2453406,745,0.22165200114250183
1536865306.9238064,749,0.23998044431209564
1536865314.198662,752,0.2653958797454834
1536865316.5393078,753,0.23069404065608978
1536865318.9319408,754,0.20405669510364532
1536865323.7311976,756,0.27394917607307434
1536865328.4764836,758,0.22800587117671967
1536865350.2620301,767,0.21016617119312286
1536865353.0974097,768,0.19379276037216187
1536865361.523593,771,0.23875854909420013
1536865364.4079444,772,0.19330400228500366
1536865366.9644961,773,0.2157869040966034
1536865372.5812702,775,0.19305962324142456
1536865375.3786714,776,0.1852394938468933
1536865392.8287106,782,0.2023460417985916
1536865402.7600193,786,0.2529325485229492
1536865405.0387158,787,0.22702835500240326
1536865409.9928863,789,0.2832355797290802
1536865414.8001356,791,0.2003910094499588
1536865421.929062,794,0.19623656570911407
1536865424.4426296,795,0.3015640377998352
1536865426.8642395,796,0.24120233952999115
1536865429.2858531,797,0.252443790435791
1536865444.2542965,800,0.2688172161579132
1536865454.3185463,804,0.22385141253471375
1536865467.2850122,809,0.19257086515426636
1536865470.0251608,810,0.24511241912841797
1536865472.728105,811,0.2021016627550125
1536865489.0238464,817,0.19623656570911407
1536865504.9838536,823,0.2646627426147461
1536865515.5058994,827,0.19648094475269318
1536865523.5053499,830,0.23118279874324799
1536865534.0537546,834,0.19305962324142456
1536865545.0061305,838,0.24022482335567474
1536865550.3471887,840,0.20845551788806915
1536865563.5475926,845,0.34286412596702576
1536865571.5038211,848,0.21994134783744812
1536865633.2130818,869,0.35557183623313904
1536865639.2544742,871,0.34335288405418396
1536865642.1917925,872,0.5183284282684326
1536865654.8285377,876,0.33626589179039
1536865660.8593762,878,0.4195992052555084
1536865673.328109,882,0.6984359622001648
1536865679.358929,884,0.502443790435791
1536865704.127352,892,0.20747800171375275
1536865722.4844556,898,0.7793254852294922
1536865735.0262063,902,0.6097263097763062
1536865756.5026999,909,0.42668622732162476
1536865759.1555042,910,0.6080156564712524
1536865761.7490902,911,0.6400293111801147
1536865764.1707847,912,0.5970185995101929
1536865777.3961487,917,0.36265885829925537
1536865782.5382986,919,0.265884667634964
1536865790.4871817,922,0.32184749841690063
1536865793.1901405,923,0.4679863154888153
1536865798.5022602,925,0.22653958201408386
1536865819.62467,933,0.22996090352535248
1536865822.3432338,934,0.2815249264240265
1536865830.4924855,937,0.4034701883792877
1536865849.258699,944,0.2519550323486328
1536865857.3344789,947,0.2152981460094452
1536865883.3343143,956,0.21309873461723328
1536865889.3591409,958,0.2685728371143341
1536865892.6245425,959,0.2331378310918808
1536865895.1868653,960,0.20698924362659454
1536865903.2803202,963,0.27492669224739075
1536865905.905139,964,0.32258063554763794
1536865916.5165536,968,0.2536656856536865
1536865929.7939358,973,0.25782012939453125
1536865932.3457458,974,0.22531768679618835
1536865942.8418212,978,0.2541544437408447
1536865945.6853776,979,0.27370479702949524
1536865948.750247,980,0.20821113884449005
1536865951.765665,981,0.2324046939611435
1536865964.2059724,985,0.18841642141342163
1536865967.174503,986,0.2864125072956085
1536865976.7660835,989,0.44110459089279175
1536865979.7622578,990,0.43841642141342163
1536866002.652718,998,0.24144671857357025
1536866020.958341,1002,0.2952101528644562
1536866026.2623477,1004,0.22336265444755554
1536866031.6838326,1006,0.25782012939453125
1536866034.3399012,1007,0.29423263669013977
1536866053.0503266,1014,0.22849462926387787
1536866055.7053242,1015,0.22751711308956146
1536866058.3457682,1016,0.2324046939611435
1536866066.2590013,1019,0.23704789578914642
1536866087.7543173,1027,0.27614858746528625
1536866093.1629531,1029,0.4469696879386902
1536866104.0038104,1033,0.21114370226860046
1536866106.8161187,1034,0.2631964683532715
1536866119.9490917,1039,0.24095796048641205
1536866138.447663,1046,0.21456500887870789
1536866167.6954482,1057,0.2844574749469757
1536866172.9451084,1059,0.22067448496818542
1536866189.1004155,1065,0.27346041798591614
1536866191.7721074,1066,0.2174975574016571
1536866196.9988506,1068,0.22385141253471375
1536866202.295361,1070,0.23118279874324799
1536866212.770401,1074,0.348240464925766
1536866224.7985368,1078,0.23949168622493744
1536866230.8552852,1080,0.37170088291168213
1536866246.3247576,1085,0.22996090352535248
1536866249.3401654,1086,0.22385141253471375
1536866252.2930863,1087,0.2174975574016571
1536866277.2593088,1095,0.516862154006958
1536866295.8870187,1101,0.24535679817199707
1536866307.8423824,1105,0.2485337257385254
1536866311.2859857,1106,0.21163246035575867
1536866314.379522,1107,0.23875854909420013
1536866341.7778747,1116,0.2018572837114334
1536866347.7462144,1118,0.3128054738044739
1536866356.0151124,1121,0.2966764271259308
1536866371.8628228,1127,0.3484848439693451
1536866374.5162597,1128,0.27199414372444153
1536866392.9681392,1135,0.24095796048641205
1536866398.11403,1137,0.22091886401176453
1536866451.485359,1157,0.25757575035095215
1536866454.0789323,1158,0.3042522072792053
1536866465.3120801,1162,0.2490224838256836
1536866468.4212425,1163,0.2338709682226181
1536866471.46791,1164,0.2003910094499588
1536866517.54013,1182,0.22336265444755554
1536866524.953899,1185,0.23020528256893158
1536866529.7881262,1187,0.18597263097763062
1536866547.7918363,1194,0.2155425250530243
1536866550.5522566,1195,0.20747800171375275
1536866577.5668135,1201,0.2170087993144989
1536866583.1776054,1203,0.2795698940753937
1536866595.6324868,1208,0.2661290466785431
1536866600.4647243,1210,0.21065492928028107
1536866605.4028995,1212,0.21456500887870789
1536866615.0433886,1216,0.2333822101354599
1536866639.2055762,1226,0.2509775161743164
1536866658.6524584,1234,0.27199414372444153
1536866661.054085,1235,0.23582600057125092
1536866663.474702,1236,0.2177419364452362
1536866668.3948884,1238,0.30571848154067993
1536866675.609764,1241,0.5246822834014893
1536866689.506834,1246,0.52174973487854
1536866696.681718,1249,0.5867546200752258
1536866711.3633258,1255,0.6397849321365356
1536866716.434426,1257,0.628543496131897
1536866721.2456763,1259,0.46212121844291687
1536866723.7512426,1260,0.5791788697242737
1536866730.9971013,1263,0.41080155968666077
1536866736.031223,1265,0.252443790435791
1536866743.3400452,1268,0.2795698940753937
1536866762.6679957,1276,0.24535679817199707
1536866779.557341,1283,0.25562071800231934
1536866793.9091377,1289,0.5657380223274231
1536866803.7085335,1293,0.3668133020401001
1536866806.1021655,1294,0.2817693054676056
1536866808.5107882,1295,0.2671065628528595
1536866811.0363443,1296,0.3015640377998352
1536866829.0380554,1302,0.32380253076553345
1536866837.2763448,1305,0.5019550323486328
1536866857.0270526,1312,0.2482893466949463
1536866862.7347896,1314,0.23631475865840912
1536866871.01106,1317,0.20967741310596466
1536866873.9685652,1318,0.20283479988574982
1536866882.6256173,1321,0.2174975574016571
1536866899.8267832,1327,0.233626589179039
1536866905.5645037,1329,0.21969696879386902
1536866914.3184988,1332,0.20625610649585724
1536866922.8296385,1335,0.2324046939611435
1536866931.9604137,1338,0.2485337257385254
1536866934.7518177,1339,0.27394917607307434
1536866950.7886498,1345,0.2319159358739853
1536866981.4321327,1357,0.25733137130737305
1536867008.7435195,1368,0.2993646264076233
1536867018.4869483,1372,0.2539100646972656
1536867040.0126429,1381,0.22434017062187195
1536867052.2606413,1386,0.24437928199768066
1536867054.692251,1387,0.22776149213314056
1536867063.058469,1390,0.2021016627550125
1536867066.0667489,1391,0.20259042084217072
1536867071.8474438,1393,0.20674486458301544
1536867074.567889,1394,0.19696970283985138
1536867134.5316088,1414,0.20625610649585724
1536867137.7157881,1415,0.2152981460094452
1536867140.5441716,1416,0.268328458070755
1536867154.8889706,1421,0.24217985570430756
1536867163.2681813,1424,0.2326490730047226
1536867174.2379103,1428,0.21358749270439148
1536867179.6238308,1430,0.20918865501880646
1536867189.4112353,1434,0.25610947608947754
1536867191.8848228,1435,0.22116324305534363
1536867199.196641,1438,0.1986803561449051
1536867208.9020934,1442,0.20430107414722443
1536867213.9002354,1444,0.23631475865840912
1536867247.587978,1458,0.2482893466949463
1536867269.5923982,1467,0.20601172745227814
1536867272.1439395,1468,0.22776149213314056
1536867298.8996458,1479,0.24364614486694336
1536867318.3045652,1487,0.2820136845111847
1536867320.7131884,1488,0.2531769275665283
1536867327.9500504,1491,0.30791789293289185
1536867332.6133845,1493,0.2338709682226181
1536867335.1309538,1494,0.2507331371307373
1536867355.4413347,1502,0.17448680102825165
1536867357.9319108,1503,0.22922776639461517
1536867360.378513,1504,0.2983871102333069
1536867370.2208858,1508,0.26124143600463867
1536867374.9651742,1510,0.2517106533050537
1536867379.787416,1512,0.2629520893096924
1536867399.1183648,1520,0.1676441878080368
1536867412.398773,1525,0.27272728085517883
1536867415.151201,1526,0.17839686572551727
1536867423.5683885,1529,0.22629520297050476
1536867443.3600733,1536,0.19281524419784546
1536867477.1837385,1548,0.22605082392692566
1536867491.2786803,1553,0.2634408473968506
1536867494.0650864,1554,0.26001954078674316
1536867499.718855,1556,0.1999022513628006
1536867502.5462384,1557,0.22556206583976746
1536867519.3476331,1563,0.19232648611068726
1536867539.0553684,1570,0.22947214543819427
1536867541.4160182,1571,0.19012707471847534
1536867563.295524,1580,0.23998044431209564
1536867573.0569303,1584,0.265884667634964
1536867577.84919,1586,0.2155425250530243
1536867587.441707,1590,0.24071358144283295
1536867609.1213126,1599,0.2847018539905548
1536867637.755967,1606,0.2490224838256836
1536867640.1016262,1607,0.2150537669658661
1536867652.519533,1612,0.22336265444755554
1536867674.797791,1620,0.22458454966545105
1536867679.845906,1622,0.24486804008483887
1536867696.8981571,1629,0.268328458070755
1536867699.1548667,1630,0.18963831663131714
1536867709.0362332,1634,0.18988269567489624
1536867721.3161983,1639,0.24462366104125977
1536867728.802919,1642,0.20674486458301544
1536867734.9773889,1644,0.20625610649585724
1536867743.3715904,1647,0.19257086515426636
1536867751.8667338,1650,0.2184750735759735
1536867763.3062005,1654,0.2512218952178955
1536867784.3751483,1662,0.23704789578914642
1536867803.8320265,1670,0.2162756621837616
1536867808.8261714,1672,0.2526881694793701
1536867813.858295,1674,0.23998044431209564
1536867821.3180306,1677,0.2333822101354599
1536867823.8485835,1678,0.2541544437408447
1536867838.4862149,1684,0.2693059742450714
1536867840.994781,1685,0.24731183052062988
1536867860.8444333,1693,0.2341153472661972
1536867868.3581386,1696,0.22825025022029877
1536867870.9266713,1697,0.23924730718135834
1536867873.4802098,1698,0.22165200114250183
1536867876.1476853,1699,0.2509775161743164
1536867881.327724,1701,0.19061583280563354
1536867889.700452,1704,0.27565982937812805
1536867908.2098699,1711,0.21309873461723328
1536867910.6264877,1712,0.2179863154888153
1536867929.7155373,1719,0.22678397595882416
1536867932.6868393,1720,0.2512218952178955
1536867935.2583697,1721,0.2319159358739853
1536867957.6675582,1730,0.24217985570430756
1536867967.4379725,1734,0.280303031206131
1536867972.2931974,1736,0.24560117721557617
1536867974.796768,1737,0.25
1536867979.805902,1739,0.19134896993637085
1536867992.181829,1744,0.24291300773620605
1536867994.7363667,1745,0.2179863154888153
1536867999.8524575,1747,0.2319159358739853
1536868002.6908195,1748,0.23851417005062103
1536868005.504226,1749,0.24437928199768066
1536868019.8020606,1754,0.23020528256893158
1536868060.890571,1768,0.17913000285625458
1536868086.4649534,1777,0.22360703349113464
1536868104.1398463,1783,0.1989247351884842
1536868124.387277,1790,0.2343597263097763
1536868127.348579,1791,0.24755620956420898
1536868164.364418,1800,0.30865103006362915
1536868182.7033913,1807,0.2331378310918808
1536868202.6989605,1815,0.22091886401176453
1536868205.2545,1816,0.17693059146404266
1536868213.2609231,1819,0.2165200412273407
1536868230.524054,1826,0.20698924362659454
1536868235.7985623,1828,0.23851417005062103
1536868246.6141303,1832,0.20478983223438263
1536868276.132936,1842,0.2189638316631317
1536868278.8202543,1843,0.20527859032154083
1536868286.9688566,1846,0.2333822101354599
1536868300.1610048,1851,0.31133919954299927
1536868310.6844234,1855,0.3509286344051361
1536868349.2876973,1868,0.22922776639461517
1536868355.6873474,1870,0.24633431434631348
1536868358.6715183,1871,0.24120233952999115
1536868376.2280796,1877,0.29007819294929504
1536868379.0471673,1878,0.2695503532886505
1536868381.772648,1879,0.20943303406238556
1536868387.0691488,1881,0.24340176582336426
1536868392.4750261,1883,0.24584555625915527
1536868424.3580854,1895,0.2333822101354599
1536868447.2818005,1904,0.217253178358078
1536868457.087195,1908,0.18963831663131714
1536868469.4441314,1913,0.24706745147705078
1536868484.115743,1919,0.25879764556884766
1536868498.9592578,1925,0.3000977635383606
1536868501.4448388,1926,0.24071358144283295
1536868517.44469,1932,0.2690615952014923
1536868527.813763,1936,0.45576736330986023
1536868532.7749264,1938,0.47678396105766296
1536868537.5911727,1940,0.40615835785865784
1536868552.0638988,1946,0.33993157744407654
1536868559.1758347,1949,0.23778103291988373
1536868563.9421115,1951,0.1981915980577469
1536868571.1110103,1954,0.23900292813777924
1536868578.365863,1957,0.22189638018608093
1536868585.7576365,1960,0.25488758087158203
1536868590.6348505,1962,0.2346041053533554
1536868610.4585185,1969,0.24389052391052246
1536868616.0523198,1971,0.3497067391872406
1536868649.8669877,1983,0.2350928634405136
1536868652.636406,1984,0.2177419364452362
1536868655.4358046,1985,0.22360703349113464
1536868694.68037,1999,0.22898338735103607
1536868717.5413015,2003,0.20454545319080353
1536868728.8018627,2007,0.2517106533050537
1536868738.670221,2011,0.27199414372444153
1536868741.0898464,2012,0.23069404065608978
1536868748.4176486,2015,0.3201368451118469
1536868753.1539414,2017,0.24291300773620605
1536868758.1860645,2019,0.24364614486694336
1536868777.7738664,2027,0.35728248953819275
1536868782.5231519,2029,0.2815249264240265
1536868789.8959382,2032,0.4002932608127594
1536868797.39565,2035,0.40713587403297424
1536868805.6479313,2038,0.3379765450954437
1536868810.5121517,2040,0.5273704528808594
1536868818.8234158,2043,0.3030303120613098
1536868827.4914448,2046,0.2678396999835968
1536868830.0010107,2047,0.25684261322021484
1536868869.5573967,2062,0.2502443790435791
1536868886.5876632,2069,0.2617301940917969
1536868898.6657565,2074,0.252443790435791
1536868901.0853727,2075,0.214809387922287
1536868903.5509632,2076,0.2671065628528595
1536868908.4171813,2078,0.21407625079154968
1536868910.8427944,2079,0.23900292813777924
1536868915.879915,2081,0.29154446721076965
1536868921.53968,2083,0.22140762209892273
1536868932.767261,2087,0.20869989693164825
1536868944.0817938,2091,0.22996090352535248
1536868958.047811,2096,0.24633431434631348
1536868963.3517768,2098,0.20845551788806915
1536868980.383042,2105,0.5931084752082825
1536868985.2462602,2107,0.6986803412437439
1536868987.6528852,2108,0.5708699822425842
1536868994.6888638,2111,0.5075757503509521
1536868999.4031675,2113,0.37170088291168213
1536869011.6541655,2117,0.4015151560306549
1536869020.029376,2120,0.25806450843811035
1536869024.8766046,2122,0.27712610363960266
1536869029.8987343,2124,0.2534213066101074
1536869032.2244043,2125,0.3169599175453186
1536869056.9422743,2135,0.2512218952178955
1536869059.385878,2136,0.2521994113922119
1536869070.6814194,2140,0.5808895230293274
1536869077.9242787,2143,0.7016128897666931
1536869085.1541476,2146,0.52174973487854
1536869087.634727,2147,0.5386119484901428
1536869094.760654,2150,0.47165200114250183
1536869097.0473464,2151,0.5835776925086975
1536869101.9605393,2153,0.5227272510528564
1536869115.8885765,2158,0.43963831663131714
1536869118.1592786,2159,0.28787878155708313
1536869135.4354012,2166,0.36241447925567627
1536869137.8110445,2167,0.30889540910720825
1536869147.5604694,2171,0.23069404065608978
1536869152.4376826,2173,0.4782502353191376
1536869157.2039576,2175,0.5268816947937012
1536869166.8284557,2179,0.4963343143463135
1536869191.1335616,2189,0.30694037675857544
1536869196.7513485,2191,0.2519550323486328
1536869202.3461504,2193,0.2800586521625519
1536869205.0935798,2194,0.22409579157829285
1536869216.1282716,2198,0.20674486458301544
1536869240.8411424,2201,0.3516617715358734
1536869263.4931934,2209,0.39442816376686096
1536869274.6897943,2213,0.2666178047657013
1536869283.4547827,2216,0.37732160091400146
1536869313.9843307,2227,0.22214075922966003
1536869325.1619391,2231,0.22531768679618835
1536869330.0671356,2233,0.2864125072956085
1536869337.155086,2236,0.2514662742614746
1536869341.9463446,2238,0.2162756621837616
1536869344.3269837,2239,0.25562071800231934
1536869349.1472282,2241,0.21285435557365417
1536869354.0744116,2243,0.2338709682226181
1536869356.4960265,2244,0.19086021184921265
1536869361.4392009,2246,0.21260997653007507
1536869366.5142999,2248,0.24608993530273438
1536869368.879947,2249,0.1666666716337204
1536869378.6613567,2253,0.24364614486694336
1536869381.1789167,2254,0.24144671857357025
1536869385.884228,2256,0.19232648611068726
1536869393.1080966,2259,0.22458454966545105
1536869405.2481568,2264,0.383431077003479
1536869434.741296,2276,0.6864613890647888
1536869447.739865,2280,0.30669599771499634
1536869456.3369496,2283,0.3162267804145813
1536869480.687049,2293,0.2328934520483017
1536869495.2047315,2299,0.29130008816719055
1536869497.6803167,2300,0.24291300773620605
1536869502.4146094,2302,0.25513195991516113
1536869509.653471,2305,0.2167644202709198
1536869517.8927627,2308,0.22947214543819427
1536869520.6921606,2309,0.2536656856536865
1536869523.445588,2310,0.2497556209564209
1536869551.554517,2320,0.2849462330341339
1536869554.4458663,2321,0.24437928199768066
1536869557.1922944,2322,0.23704789578914642
1536869562.0335262,2324,0.2001466304063797
1536869591.4996817,2336,0.21334311366081238
1536869593.9552777,2337,0.27688172459602356
1536869596.4628444,2338,0.26001954078674316
1536869598.7695255,2339,0.2622189521789551
1536869619.0119524,2347,0.25904202461242676
1536869640.8364773,2356,0.24731183052062988
1536869653.5222251,2361,0.3467741906642914
1536869672.8891537,2369,0.25806450843811035
1536869675.1518602,2370,0.2502443790435791
1536869683.2762165,2373,0.3323558270931244
1536869717.0748944,2387,0.25879764556884766
1536869724.3507347,2390,0.22849462926387787
1536869726.8123295,2391,0.24022482335567474
1536869729.1459928,2392,0.21285435557365417
1536869734.0661805,2394,0.27712610363960266
1536869770.4313936,2402,0.24071358144283295
1536869775.2946112,2404,0.16104593873023987
1536869780.1908126,2406,0.29374387860298157
1536869785.3148825,2408,0.2624633312225342
1536869813.8795528,2418,0.19428151845932007
1536869836.4086742,2426,0.22165200114250183
1536869838.9802048,2427,0.18621701002120972
1536869852.8542714,2432,0.20845551788806915
1536869869.6476758,2438,0.19183772802352905
1536869892.8564124,2446,0.22605082392692566
1536869909.6797864,2452,0.22360703349113464
1536869912.3722486,2453,0.20967741310596466
1536869915.4195051,2454,0.2167644202709198
1536869918.13995,2455,0.20918865501880646
1536869922.919218,2457,0.20601172745227814
1536869935.121249,2462,0.2326490730047226
1536869981.3398204,2481,0.22385141253471375
1536869986.1450734,2483,0.23631475865840912
1536869995.8885055,2487,0.23949168622493744
1536869998.1921864,2488,0.23118279874324799
1536870023.9534814,2498,0.24535679817199707
1536870028.7967136,2500,0.1837732195854187
1536870037.2019086,2503,0.22580644488334656
1536870040.0532777,2504,0.27517107129096985
1536870043.0715523,2505,0.4550342261791229
1536870069.0996966,2515,0.44305962324142456
1536870071.4253676,2516,0.42521995306015015
1536870078.8041484,2519,0.2793255150318146
1536870083.5034623,2521,0.2614858150482178
1536870093.2039187,2525,0.2189638316631317
1536870098.0311573,2527,0.19232648611068726
1536870105.6807842,2530,0.27688172459602356
1536870111.2216167,2532,0.22531768679618835
1536870116.8364067,2534,0.1989247351884842
1536870122.4531958,2536,0.19574780762195587
1536870147.7597287,2545,0.1652003973722458
1536870157.732028,2549,0.25855326652526855
1536870167.33154,2553,0.2517106533050537
1536870172.1467876,2555,0.21163246035575867
1536870179.4536097,2558,0.23020528256893158
1536870186.8983543,2561,0.25830888748168945
1536870201.560972,2567,0.23582600057125092
1536870204.0265625,2568,0.488025426864624
1536870213.6150806,2572,0.5488758683204651
1536870220.9938629,2575,0.34188660979270935
1536870228.2907054,2578,0.5202834606170654
1536870233.0529685,2580,0.2678396999835968
1536870245.265989,2585,0.25537633895874023
1536870255.6270645,2589,0.3025415539741516
1536870263.6824594,2592,0.2653958797454834
1536870266.1000774,2593,0.2832355797290802
1536870268.428746,2594,0.2631964683532715
1536870270.9602983,2595,0.24780058860778809
1536870278.1961617,2598,0.21089930832386017
1536870305.8623452,2602,0.24071358144283295
1536870320.6149118,2608,0.24535679817199707
1536870322.9725647,2609,0.2319159358739853
1536870330.234413,2612,0.22434017062187195
1536870349.9281547,2620,0.2187194526195526
1536870362.1571636,2625,0.69159334897995
1536870369.3930273,2628,0.6935483813285828
1536870376.528947,2631,0.6402736902236938
1536870379.156445,2632,0.2675953209400177
1536870385.5937653,2634,0.4872922897338867
1536870395.8239176,2637,0.35483869910240173
1536870398.6483033,2638,0.5777125954627991
1536870404.1881359,2640,0.25464320182800293
1536870422.9883878,2646,0.6121701002120972
1536870431.6114583,2649,0.5789344906806946
1536870440.3484645,2652,0.6471163034439087
1536870443.1648533,2653,0.3511730134487152
1536870454.2804992,2657,0.5645161271095276
1536870471.4087074,2663,0.2866568863391876
1536870510.7622097,2676,0.270772248506546
1536870521.3181756,2680,0.47458454966545105
1536870526.0704587,2682,0.6730205416679382
1536870538.2824774,2687,0.5249266624450684
1536870550.3046048,2692,0.24315738677978516
1536870574.717649,2701,0.24608993530273438
1536870584.6559677,2705,0.24560117721557617
1536870594.4893458,2709,0.2536656856536865
1536870601.8371449,2712,0.29105570912361145
1536870641.0257418,2727,0.23093841969966888
1536870666.513173,2737,0.2328934520483017
1536870668.9707668,2738,0.2003910094499588
1536870671.2544622,2739,0.19159334897994995
1536870678.6402385,2742,0.22262951731681824
1536870693.263879,2748,0.2155425250530243
1536870708.8489838,2754,0.23753665387630463
1536870711.6733544,2755,0.2182306945323944
